0,0.6,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.13,0,0,0,0.13,0,0,0.13,0,0,0,0.22,0,0,0,1,0,0,0,0,0
0,0.26,0,0,0.25,0.86,0,0.5,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.2,0.04,0.13,0.34,0.1,0,0.06,0.01,0.01,0,0.291569829,0.028846154,0,0,0.971153846
0,0,0,0,0,0,0,0,0.18,0.07,0.09,0,0.07,0.07,0.71,0.71,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012676949,0,0,0,1
0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0.03,0.03,0,0.023241073,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0.81,0,0,0,0,0,0.048594971,0.25,0,0,0.75
0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.01,0.01,0,0.020283119,0.448275862,0,0,0.551724138
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122543841,0.363636364,0,0,0.636363636
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245087682,0.879310345,0,0,0.120689655
0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0.050707796,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0.128882316,0.511627907,0,0,0.488372093
0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.01,0.01,0,0.009296429,0.495726496,0.025641026,0,0.478632479
0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.04,0.04,0,0.041833932,0.495726496,0.025641026,0,0.478632479
0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0.005282062,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8460,4780,86780,9350,1660,440,10,1980,280,30,30,50,60,70,73,328.5,2150,473.3,0,0,0,0
0,107.72,0,0,4.09,52.12,10.59,2.47,7.07,7.79,4.85,8.5,9.1,4.15,6.22,6.22,9.95,1,0,0,0,0
