0,0.60460251,0,0,0,0,0.6,0.4,0,0,0,0.091347754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.132217573,0,0,0,0.13,0,0.25,0.2,0.13,0,0.888352745,0,0,0,0.22,0,0,0,0,0.61,0.87,0.7,0,0.04,0.1,0,0.03,0.1,0.5,0,0,0,0,0,0
0,0.263179916,0,0,0.95,0.86,0.25,0.35,0.5,0.27,0.5,0.020299501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.05,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.05,0,0.1,0,0,0.29,0,0,0.64,0.64,0,0,0.07,0.04,0.04,0.04,0.1,0.02,0.27,0,0,0,0,0.11,0.1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.25,0.18,0,0,0.07,0.07,0.81,0.07,0.09,0.62,0.59,0.59,0,0,0,0.015,0,0,0,0.12,0.07,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.05,0.04,0.2,0,0.13,0.13,0.1,0,0.34,0.01,0.01,0.01,0,0,0,0,0,0,0.02,0.1,0,0,0,0.067766647,0.028846154,0,0,0.971153846
0,0,0,0,0,0,0,0,0,0.08,0,0,0.03,0.03,0,0,0,0,0,0,0,0,0.01,0.02,0,0,0.03,0.07,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0.002455313,0.6,0,0,0.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.12,0.12,0,0,0,0.015,0,0,0.05,0.17,0.06,0,0,0.011294441,0.25,0,0,0.75
0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.06,0,0,0,0.03,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0.005401689,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.68,0,0.02,0.02,0.02,0.26,0.11,0,0.67,0.24,0.43,0.17,0.05,0.2,0,0.33,0.534472599,0.735477323,0.116191249,0,0.148331428
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0085,0.0085,0,0.051,0.051,0.051,0,0,0,0,0,0,0.05,0,0,0,0,0.026713809,0.448275862,0,0,0.551724138
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0.0015,0,0.009,0.009,0.009,0,0,0,0,0,0,0.02,0.06,0.06,0,0,0.004714202,0.448275862,0,0,0.551724138
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013636364,0,0,0,0.04,0.02,0.035,0.02,0.08,0,0.15,0.056963269,0.879310345,0,0,0.120689655
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0.016363636,0,0,0,0.04,0.02,0.035,0.02,0.08,0,0.15,0.011785504,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028481634,0.363636364,0,0,0.636363636
0,0,0,0,0,0,0,0,0,0,0,0,0.0045,0.0045,0.0045,0.0045,0,0.036,0.036,0.036,0,0,0,0,0,0,0.045,0.0135,0.0315,0,0,0.009723041,0.495726496,0.025641026,0,0.478632479
0,0,0,0,0,0,0,0,0,0,0,0,0.0009,0.0009,0.0009,0.0009,0,0.0072,0.0072,0.0072,0,0,0,0.0162,0,0,0.02,0.01,0,0,0,0.001944608,0.495726496,0.025641026,0,0.478632479
0,0,0,0,0,0,0,0,0,0,0,0,0.0046,0.0046,0.0046,0.0046,0,0.0368,0.0368,0.0368,0,0,0,0.1638,0,0,0.125,0.0265,0.0385,0,0,0.009939108,0.495726496,0.025641026,0,0.478632479
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.04,0.05,0.03,0,0,0.04,0.043704577,0.938461538,0.007692308,0,0.053846154
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.08,0.04,0,0,0,0.06,0.042722451,0.479508197,0.016393443,0,0.504098361
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.04,0,0,0.13,0,0.1,0,0.06,0.036338637,0.828828829,0,0,0.171171171
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.08,0,0,0,0.11,0.038302887,0.828828829,0,0,0.171171171
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039285013,0,0,0.671875,0.328125
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.010312316,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013749754,0.875,0,0,0.125
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.002455313,0.966666667,0,0,0.033333333
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001473188,0.4,0.4,0,0.2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8460,4780,86780,660,12010,440,1660,2160,10,280,1980,8414,170,30,50,60,30,328.5,65.7,335.8,400,880,600,380,80,440,50,20,40,40,50,2036.4,0,0,0,0
0,107.7249372,0,0,20.15,52.12,4.09,4,4.56,7.07,2.47,8.694354647,7.79,7.79,8.5,9.1,4.85,6.22,6.22,6.22,5.76,4.99,5.8,2.15,1.7,4.01,3.03,6.05,4.49,4.11,12.32,1,0,0,0,0
